wellId,date,region,oilProduction,gasProduction,waterProduction,runtime,chemicalCost,maintenanceCost
WELL-012,2023-11,STACK,246.0000,1440.0000,109.0000,29.1000,6255.0000,4987.0000
WELL-012,2023-12,STACK,258.0000,1203.0000,136.0000,29.9000,7744.0000,4412.0000
WELL-013,2022-01,Merge,764.0000,5604.0000,485.0000,29.5000,7228.0000,2233.0000
WELL-013,2022-02,Merge,769.0000,4895.0000,326.0000,30.8000,7628.0000,4357.0000
WELL-013,2022-03,Merge,722.0000,4890.0000,256.0000,30.0000,5824.0000,5644.0000
WELL-013,2022-04,Merge,764.0000,5280.0000,509.0000,28.7000,5591.0000,5154.0000
WELL-013,2022-05,Merge,736.0000,4286.0000,317.0000,29.1000,7768.0000,4378.0000
WELL-013,2022-06,Merge,602.0000,4127.0000,284.0000,30.0000,6938.0000,5690.0000
WELL-013,2022-07,Merge,572.0000,4124.0000,279.0000,30.6000,5927.0000,3380.0000
WELL-013,2022-08,Merge,587.0000,3911.0000,198.0000,29.9000,6882.0000,2122.0000
WELL-013,2022-09,Merge,584.0000,3823.0000,377.0000,28.4000,6840.0000,4564.0000
WELL-013,2022-10,Merge,563.0000,3487.0000,322.0000,28.2000,7168.0000,3558.0000
WELL-013,2022-11,Merge,509.0000,3236.0000,350.0000,30.9000,5459.0000,3521.0000
WELL-013,2022-12,Merge,444.0000,3484.0000,243.0000,30.3000,7727.0000,2287.0000
WELL-013,2023-01,Merge,441.0000,3331.0000,256.0000,30.7000,5865.0000,3694.0000
WELL-013,2023-02,Merge,423.0000,2940.0000,244.0000,30.9000,7827.0000,3273.0000
WELL-013,2023-03,Merge,438.0000,2948.0000,178.0000,30.3000,5333.0000,4477.0000
WELL-013,2023-04,Merge,382.0000,2468.0000,229.0000,29.1000,7795.0000,4344.0000
WELL-013,2023-05,Merge,357.0000,2357.0000,216.0000,29.7000,7492.0000,5279.0000
WELL-013,2023-06,Merge,317.0000,2300.0000,207.0000,29.7000,7248.0000,2460.0000
WELL-013,2023-07,Merge,362.0000,2263.0000,237.0000,30.8000,5914.0000,5351.0000
WELL-013,2023-08,Merge,303.0000,2228.0000,186.0000,28.3000,7692.0000,4210.0000
WELL-013,2023-09,Merge,314.0000,1888.0000,162.0000,29.3000,6325.0000,4418.0000
WELL-013,2023-10,Merge,280.0000,1744.0000,185.0000,28.2000,7730.0000,4423.0000
WELL-013,2023-11,Merge,288.0000,1758.0000,199.0000,28.5000,5216.0000,4777.0000
WELL-013,2023-12,Merge,232.0000,1779.0000,134.0000,28.0000,7756.0000,2302.0000
WELL-014,2022-01,SCOOP,829.0000,4356.0000,253.0000,28.0000,7860.0000,4312.0000
WELL-014,2022-02,SCOOP,819.0000,4648.0000,393.0000,28.2000,5396.0000,3464.0000
WELL-014,2022-03,SCOOP,766.0000,4287.0000,291.0000,28.4000,5096.0000,2089.0000
WELL-014,2022-04,SCOOP,727.0000,4052.0000,331.0000,29.2000,7131.0000,4863.0000
WELL-014,2022-05,SCOOP,604.0000,3724.0000,234.0000,28.4000,5581.0000,4032.0000
WELL-014,2022-06,SCOOP,634.0000,3601.0000,218.0000,30.4000,5446.0000,3632.0000
WELL-014,2022-07,SCOOP,635.0000,3562.0000,268.0000,29.4000,6671.0000,3193.0000
WELL-014,2022-08,SCOOP,612.0000,3400.0000,371.0000,29.5000,7312.0000,3628.0000
WELL-014,2022-09,SCOOP,511.0000,3339.0000,160.0000,30.9000,7308.0000,2281.0000
WELL-014,2022-10,SCOOP,485.0000,2938.0000,218.0000,29.4000,5562.0000,3844.0000
WELL-014,2022-11,SCOOP,510.0000,2744.0000,353.0000,29.9000,7101.0000,4453.0000
WELL-014,2022-12,SCOOP,449.0000,2608.0000,293.0000,29.7000,5103.0000,5637.0000
WELL-014,2023-01,SCOOP,415.0000,2705.0000,257.0000,28.4000,5674.0000,3250.0000
WELL-014,2023-02,SCOOP,444.0000,2181.0000,242.0000,28.7000,7480.0000,2197.0000
WELL-014,2023-03,SCOOP,435.0000,2508.0000,300.0000,30.1000,6039.0000,4496.0000
WELL-014,2023-04,SCOOP,344.0000,2243.0000,235.0000,29.7000,5554.0000,2410.0000
WELL-014,2023-05,SCOOP,327.0000,1967.0000,173.0000,30.6000,7211.0000,2339.0000
WELL-014,2023-06,SCOOP,309.0000,1854.0000,175.0000,28.5000,7250.0000,3983.0000
WELL-014,2023-07,SCOOP,335.0000,1779.0000,208.0000,28.4000,6061.0000,4534.0000
WELL-014,2023-08,SCOOP,315.0000,1874.0000,186.0000,29.1000,5306.0000,4639.0000
WELL-014,2023-09,SCOOP,263.0000,1589.0000,148.0000,28.6000,5957.0000,5254.0000
WELL-014,2023-10,SCOOP,268.0000,1614.0000,154.0000,28.9000,5461.0000,2384.0000
WELL-014,2023-11,SCOOP,253.0000,1548.0000,83.0000,28.1000,6383.0000,5201.0000
WELL-014,2023-12,SCOOP,240.0000,1328.0000,138.0000,29.1000,7311.0000,4781.0000
WELL-015,2022-01,Merge,505.0000,2337.0000,159.0000,28.4000,7910.0000,5562.0000
WELL-015,2022-02,Merge,543.0000,1967.0000,233.0000,28.8000,5926.0000,4485.0000
WELL-015,2022-03,Merge,521.0000,1824.0000,343.0000,28.2000,5600.0000,3356.0000
WELL-015,2022-04,Merge,472.0000,2027.0000,163.0000,29.0000,7686.0000,5100.0000
WELL-015,2022-05,Merge,402.0000,1857.0000,228.0000,28.2000,6429.0000,5945.0000
WELL-015,2022-06,Merge,454.0000,1692.0000,310.0000,30.3000,6296.0000,4063.0000
WELL-015,2022-07,Merge,435.0000,1727.0000,240.0000,35.0000,5690.0000,4300.0000
WELL-015,2022-08,Merge,409.0000,1427.0000,283.0000,29.1000,6535.0000,4564.0000
WELL-015,2022-09,Merge,398.0000,1613.0000,219.0000,30.1000,7102.0000,5292.0000
WELL-015,2022-10,Merge,315.0000,1483.0000,168.0000,0.0000,6689.0000,2433.0000
WELL-015,2022-11,Merge,315.0000,1257.0000,109.0000,29.9000,5445.0000,3082.0000
WELL-015,2022-12,Merge,339.0000,1238.0000,225.0000,29.1000,6570.0000,3799.0000
WELL-015,2023-01,Merge,317.0000,1140.0000,202.0000,30.6000,5640.0000,3409.0000
WELL-015,2023-02,Merge,280.0000,1127.0000,148.0000,28.5000,7938.0000,4702.0000
WELL-015,2023-03,Merge,263.0000,1094.0000,181.0000,29.1000,6332.0000,5628.0000
WELL-015,2023-04,Merge,243.0000,978.0000,99.0000,30.0000,6544.0000,2533.0000
WELL-015,2023-05,Merge,222.0000,936.0000,104.0000,29.0000,7100.0000,2158.0000
WELL-015,2023-06,Merge,219.0000,990.0000,123.0000,0.0000,6571.0000,5017.0000
WELL-015,2023-07,Merge,200.0000,808.0000,88.0000,29.6000,7098.0000,4294.0000
WELL-015,2023-08,Merge,203.0000,824.0000,119.0000,30.7000,5291.0000,3269.0000
WELL-015,2023-09,Merge,184.0000,810.0000,93.0000,29.7000,6397.0000,4478.0000
WELL-015,2023-10,Merge,200.0000,824.0000,134.0000,30.5000,7402.0000,4989.0000
WELL-015,2023-11,Merge,193.0000,668.0000,68.0000,29.8000,6352.0000,4873.0000
WELL-015,2023-12,Merge,182.0000,645.0000,80.0000,29.4000,7599.0000,3763.0000
WELL-016,2022-01,STACK,1327.0000,2638.0000,865.0000,30.8000,7071.0000,5563.0000
WELL-016,2022-02,STACK,1230.0000,2306.0000,444.0000,30.4000,7800.0000,4915.0000
WELL-016,2022-03,STACK,1196.0000,2306.0000,461.0000,30.0000,7607.0000,5130.0000
WELL-016,2022-04,STACK,987.0000,2244.0000,610.0000,29.9000,7920.0000,4212.0000
WELL-016,2022-05,STACK,981.0000,1832.0000,535.0000,29.3000,5252.0000,3487.0000
WELL-016,2022-06,STACK,919.0000,1994.0000,341.0000,29.6000,7029.0000,2838.0000
WELL-016,2022-07,STACK,874.0000,1777.0000,267.0000,29.1000,7141.0000,5500.0000
WELL-016,2022-08,STACK,897.0000,1676.0000,579.0000,30.3000,5546.0000,3297.0000
WELL-016,2022-09,STACK,815.0000,1651.0000,503.0000,0.0000,7075.0000,3065.0000
WELL-016,2022-10,STACK,824.0000,1628.0000,572.0000,28.2000,5548.0000,3679.0000
WELL-016,2022-11,STACK,729.0000,1408.0000,249.0000,30.3000,7863.0000,3329.0000
WELL-016,2022-12,STACK,705.0000,1270.0000,268.0000,31.0000,6842.0000,4861.0000
WELL-016,2023-01,STACK,619.0000,1185.0000,387.0000,28.9000,6677.0000,5312.0000
WELL-016,2023-02,STACK,663.0000,1334.0000,334.0000,29.7000,6049.0000,3655.0000
WELL-016,2023-03,STACK,623.0000,1109.0000,347.0000,29.8000,6522.0000,5086.0000
WELL-016,2023-04,STACK,581.0000,1031.0000,341.0000,28.7000,5543.0000,2217.0000
WELL-016,2023-05,STACK,488.0000,1029.0000,158.0000,30.8000,7455.0000,5418.0000
WELL-016,2023-06,STACK,464.0000,925.0000,269.0000,30.1000,6648.0000,5708.0000
WELL-016,2023-07,STACK,518.0000,993.0000,246.0000,29.1000,7550.0000,5725.0000
WELL-016,2023-08,STACK,457.0000,957.0000,318.0000,35.0000,5776.0000,3283.0000
WELL-016,2023-09,STACK,427.0000,887.0000,231.0000,29.3000,5525.0000,3320.0000
WELL-016,2023-10,STACK,417.0000,889.0000,242.0000,28.3000,5548.0000,3665.0000
WELL-016,2023-11,STACK,424.0000,860.0000,258.0000,28.2000,5294.0000,2003.0000
WELL-016,2023-12,STACK,369.0000,707.0000,236.0000,28.7000,7084.0000,5854.0000
WELL-017,2022-01,STACK,493.0000,3740.0000,191.0000,30.2000,7348.0000,3349.0000
WELL-017,2022-02,STACK,440.0000,3265.0000,165.0000,30.2000,7247.0000,4790.0000
WELL-017,2022-03,STACK,414.0000,3074.0000,193.0000,30.1000,5601.0000,3596.0000
WELL-017,2022-04,STACK,410.0000,3026.0000,234.0000,28.1000,5504.0000,2755.0000
WELL-017,2022-05,STACK,415.0000,2742.0000,286.0000,28.2000,5907.0000,4636.0000
WELL-017,2022-06,STACK,402.0000,2913.0000,212.0000,28.8000,6775.0000,5720.0000
WELL-017,2022-07,STACK,334.0000,2886.0000,118.0000,28.8000,7428.0000,4433.0000
WELL-017,2022-08,STACK,330.0000,2257.0000,166.0000,29.7000,7735.0000,4859.0000
WELL-017,2022-09,STACK,315.0000,2572.0000,158.0000,28.9000,5768.0000,4649.0000
WELL-017,2022-10,STACK,315.0000,2335.0000,122.0000,30.3000,5107.0000,3235.0000
WELL-017,2022-11,STACK,297.0000,2177.0000,161.0000,29.4000,5346.0000,4993.0000
WELL-017,2022-12,STACK,290.0000,1856.0000,95.0000,29.6000,5074.0000,4549.0000
WELL-017,2023-01,STACK,290.0000,2011.0000,169.0000,30.8000,7686.0000,4718.0000
WELL-017,2023-02,STACK,237.0000,1770.0000,151.0000,28.7000,7775.0000,5829.0000
WELL-017,2023-03,STACK,259.0000,1730.0000,163.0000,30.1000,6129.0000,4011.0000
WELL-017,2023-04,STACK,248.0000,1507.0000,132.0000,28.8000,6541.0000,2487.0000
WELL-017,2023-05,STACK,204.0000,1615.0000,75.0000,28.3000,7912.0000,2861.0000
WELL-017,2023-06,STACK,212.0000,1585.0000,111.0000,28.2000,7572.0000,4141.0000
WELL-017,2023-07,STACK,201.0000,1475.0000,106.0000,28.2000,6251.0000,3090.0000
WELL-017,2023-08,STACK,199.0000,1309.0000,66.0000,28.5000,7228.0000,5722.0000
WELL-017,2023-09,STACK,192.0000,1314.0000,98.0000,28.3000,5063.0000,4279.0000
WELL-017,2023-10,STACK,170.0000,1276.0000,75.0000,29.7000,7412.0000,4596.0000
WELL-017,2023-11,STACK,147.0000,1271.0000,102.0000,29.9000,6335.0000,3817.0000
WELL-017,2023-12,STACK,165.0000,1004.0000,94.0000,28.5000,5439.0000,2008.0000
WELL-018,2022-01,Merge,465.0000,4508.0000,146.0000,30.7000,5217.0000,2789.0000
WELL-018,2022-02,Merge,473.0000,4117.0000,299.0000,28.9000,6028.0000,3720.0000
WELL-018,2022-03,Merge,434.0000,3678.0000,162.0000,29.7000,6150.0000,4675.0000
WELL-018,2022-04,Merge,471.0000,3669.0000,321.0000,28.3000,6651.0000,3701.0000
WELL-018,2022-05,Merge,382.0000,3497.0000,159.0000,28.5000,6006.0000,5888.0000
WELL-018,2022-06,Merge,359.0000,3479.0000,188.0000,30.7000,7454.0000,5883.0000
WELL-018,2022-07,Merge,410.0000,2915.0000,135.0000,30.3000,6208.0000,4229.0000
WELL-018,2022-08,Merge,382.0000,3215.0000,262.0000,30.8000,7821.0000,2141.0000
WELL-018,2022-09,Merge,339.0000,2888.0000,190.0000,30.9000,5635.0000,4436.0000
WELL-018,2022-10,Merge,351.0000,2463.0000,117.0000,29.5000,7173.0000,5963.0000
WELL-018,2022-11,Merge,298.0000,2351.0000,111.0000,30.8000,5880.0000,3733.0000
WELL-018,2022-12,Merge,290.0000,2162.0000,123.0000,30.6000,6079.0000,3680.0000
WELL-018,2023-01,Merge,259.0000,2355.0000,157.0000,30.0000,5389.0000,2198.0000
WELL-018,2023-02,Merge,238.0000,2026.0000,125.0000,28.5000,7060.0000,3572.0000
WELL-018,2023-03,Merge,252.0000,1969.0000,108.0000,28.7000,5485.0000,5026.0000
WELL-018,2023-04,Merge,224.0000,1989.0000,143.0000,29.4000,6988.0000,5738.0000
WELL-018,2023-05,Merge,247.0000,1970.0000,85.0000,28.1000,7567.0000,5710.0000
WELL-018,2023-06,Merge,233.0000,1726.0000,152.0000,30.7000,6895.0000,4862.0000
WELL-018,2023-07,Merge,195.0000,1678.0000,63.0000,0.0000,6911.0000,2535.0000
WELL-018,2023-08,Merge,198.0000,1497.0000,122.0000,29.3000,6565.0000,3609.0000
WELL-018,2023-09,Merge,176.0000,1444.0000,80.0000,28.1000,6796.0000,5412.0000
WELL-018,2023-10,Merge,185.0000,1377.0000,128.0000,28.1000,5727.0000,2504.0000
WELL-018,2023-11,Merge,157.0000,1369.0000,94.0000,28.3000,7767.0000,5743.0000
WELL-018,2023-12,Merge,163.0000,1257.0000,98.0000,30.5000,6136.0000,2179.0000
WELL-019,2022-01,Merge,1266.0000,5066.0000,401.0000,29.4000,6063.0000,4091.0000
WELL-019,2022-02,Merge,1231.0000,4401.0000,502.0000,29.0000,5962.0000,3286.0000
WELL-019,2022-03,Merge,1041.0000,4599.0000,567.0000,29.7000,7262.0000,4634.0000
WELL-019,2022-04,Merge,1137.0000,4010.0000,662.0000,29.2000,6897.0000,3217.0000
WELL-019,2022-05,Merge,939.0000,4309.0000,516.0000,29.2000,5918.0000,2984.0000
WELL-019,2022-06,Merge,891.0000,3853.0000,314.0000,28.1000,5094.0000,2266.0000
WELL-019,2022-07,Merge,987.0000,3873.0000,635.0000,30.2000,6685.0000,3836.0000
WELL-019,2022-08,Merge,826.0000,3337.0000,431.0000,29.7000,7606.0000,2975.0000
WELL-019,2022-09,Merge,830.0000,3189.0000,355.0000,28.4000,5202.0000,2209.0000
WELL-019,2022-10,Merge,739.0000,3120.0000,293.0000,29.0000,5407.0000,2817.0000
WELL-019,2022-11,Merge,693.0000,2728.0000,285.0000,30.1000,6546.0000,5806.0000
WELL-019,2022-12,Merge,734.0000,2960.0000,392.0000,30.2000,7925.0000,5684.0000
WELL-019,2023-01,Merge,724.0000,2620.0000,218.0000,30.9000,5375.0000,5203.0000
WELL-019,2023-02,Merge,567.0000,2486.0000,364.0000,0.0000,6446.0000,3657.0000
WELL-019,2023-03,Merge,655.0000,2679.0000,312.0000,28.2000,5054.0000,2390.0000
WELL-019,2023-04,Merge,619.0000,2279.0000,393.0000,28.6000,7511.0000,2140.0000
WELL-019,2023-05,Merge,486.0000,2072.0000,222.0000,30.6000,7141.0000,2807.0000
WELL-019,2023-06,Merge,544.0000,1974.0000,293.0000,31.0000,6425.0000,2578.0000
WELL-019,2023-07,Merge,459.0000,1807.0000,202.0000,28.4000,5502.0000,3471.0000
WELL-019,2023-08,Merge,419.0000,1945.0000,273.0000,30.2000,7698.0000,4252.0000
WELL-019,2023-09,Merge,450.0000,1682.0000,307.0000,29.5000,6235.0000,4661.0000
WELL-019,2023-10,Merge,387.0000,1881.0000,142.0000,30.1000,5975.0000,2821.0000
WELL-019,2023-11,Merge,419.0000,1597.0000,147.0000,29.7000,6384.0000,5187.0000
WELL-019,2023-12,Merge,396.0000,1625.0000,209.0000,28.6000,7659.0000,3697.0000
WELL-020,2022-01,STACK,1029.0000,3416.0000,558.0000,29.8000,6650.0000,2077.0000
WELL-020,2022-02,STACK,1040.0000,3022.0000,510.0000,29.0000,7873.0000,3623.0000
WELL-020,2022-03,STACK,1027.0000,3041.0000,432.0000,29.4000,5746.0000,3183.0000
WELL-020,2022-04,STACK,960.0000,2890.0000,653.0000,28.0000,6432.0000,4845.0000
WELL-020,2022-05,STACK,910.0000,2379.0000,334.0000,30.9000,7121.0000,4767.0000
WELL-020,2022-06,STACK,840.0000,2457.0000,463.0000,30.9000,7587.0000,4876.0000
WELL-020,2022-07,STACK,796.0000,2438.0000,393.0000,30.8000,6752.0000,2733.0000
WELL-020,2022-08,STACK,787.0000,2077.0000,405.0000,30.2000,5188.0000,2931.0000
WELL-020,2022-09,STACK,777.0000,1963.0000,525.0000,30.8000,6232.0000,3987.0000
WELL-020,2022-10,STACK,651.0000,2045.0000,249.0000,29.9000,6746.0000,3888.0000
WELL-020,2022-11,STACK,611.0000,1770.0000,263.0000,30.9000,6153.0000,5878.0000
WELL-020,2022-12,STACK,686.0000,1743.0000,434.0000,29.4000,5208.0000,3692.0000
WELL-020,2023-01,STACK,587.0000,1581.0000,397.0000,29.9000,6354.0000,5033.0000
WELL-020,2023-02,STACK,602.0000,1468.0000,223.0000,28.1000,5475.0000,4619.0000
WELL-020,2023-03,STACK,539.0000,1653.0000,218.0000,29.9000,6980.0000,4471.0000
WELL-020,2023-04,STACK,526.0000,1598.0000,264.0000,30.4000,5341.0000,5936.0000
WELL-020,2023-05,STACK,461.0000,1464.0000,192.0000,29.7000,5080.0000,3787.0000
WELL-020,2023-06,STACK,451.0000,1393.0000,291.0000,30.3000,6091.0000,5070.0000
WELL-020,2023-07,STACK,415.0000,1329.0000,246.0000,30.3000,5335.0000,2306.0000
WELL-020,2023-08,STACK,385.0000,1305.0000,228.0000,30.1000,7935.0000,5363.0000
WELL-020,2023-09,STACK,434.0000,1071.0000,221.0000,29.8000,6129.0000,3140.0000
WELL-020,2023-10,STACK,388.0000,1043.0000,156.0000,28.8000,6966.0000,4212.0000
WELL-020,2023-11,STACK,380.0000,955.0000,153.0000,30.8000,6001.0000,5316.0000
WELL-020,2023-12,STACK,345.0000,949.0000,191.0000,30.8000,5544.0000,3763.0000
WELL-021,2022-01,Merge,1251.0000,2092.0000,500.0000,29.6000,6235.0000,2263.0000
WELL-021,2022-02,Merge,1295.0000,1860.0000,876.0000,28.9000,6856.0000,4300.0000
WELL-021,2022-03,Merge,1255.0000,1858.0000,675.0000,29.8000,7213.0000,4902.0000
WELL-021,2022-04,Merge,1213.0000,1726.0000,632.0000,30.4000,5166.0000,2679.0000
WELL-021,2022-05,Merge,1190.0000,1739.0000,783.0000,29.6000,7236.0000,4297.0000
WELL-021,2022-06,Merge,985.0000,1556.0000,329.0000,28.7000,5784.0000,5267.0000
WELL-021,2022-07,Merge,1043.0000,1391.0000,357.0000,0.0000,6133.0000,4173.0000
WELL-021,2022-08,Merge,1023.0000,1387.0000,584.0000,29.9000,5006.0000,2937.0000
WELL-021,2022-09,Merge,962.0000,1332.0000,667.0000,29.3000,6348.0000,2570.0000
WELL-021,2022-10,Merge,954.0000,1245.0000,313.0000,29.0000,7871.0000,5851.0000
WELL-021,2022-11,Merge,795.0000,1341.0000,416.0000,29.6000,6474.0000,5506.0000
WELL-021,2022-12,Merge,824.0000,1142.0000,274.0000,30.2000,6944.0000,2403.0000
WELL-021,2023-01,Merge,705.0000,1061.0000,432.0000,29.0000,6557.0000,4931.0000
WELL-021,2023-02,Merge,759.0000,989.0000,292.0000,28.6000,5394.0000,2225.0000
WELL-021,2023-03,Merge,608.0000,982.0000,261.0000,29.6000,5929.0000,4509.0000
WELL-021,2023-04,Merge,592.0000,937.0000,196.0000,30.8000,7640.0000,5940.0000
WELL-021,2023-05,Merge,621.0000,827.0000,256.0000,29.4000,6190.0000,2446.0000
WELL-021,2023-06,Merge,583.0000,891.0000,297.0000,28.3000,7964.0000,2717.0000
WELL-021,2023-07,Merge,531.0000,855.0000,243.0000,30.5000,6178.0000,2853.0000
WELL-021,2023-08,Merge,478.0000,815.0000,292.0000,29.8000,7461.0000,4822.0000
WELL-021,2023-09,Merge,530.0000,783.0000,299.0000,30.1000,5685.0000,3201.0000
WELL-021,2023-10,Merge,461.0000,710.0000,225.0000,29.1000,7706.0000,2058.0000
WELL-021,2023-11,Merge,416.0000,654.0000,235.0000,30.2000,5401.0000,2190.0000
WELL-021,2023-12,Merge,448.0000,579.0000,250.0000,28.7000,6994.0000,5268.0000
WELL-022,2022-01,Merge,696.0000,5339.0000,241.0000,28.2000,5011.0000,3668.0000
WELL-022,2022-02,Merge,634.0000,5012.0000,311.0000,0.0000,5151.0000,3026.0000
WELL-022,2022-03,Merge,646.0000,4636.0000,281.0000,29.1000,6831.0000,2147.0000
WELL-022,2022-04,Merge,615.0000,4396.0000,284.0000,30.4000,6876.0000,4114.0000
WELL-022,2022-05,Merge,576.0000,4335.0000,210.0000,29.2000,5570.0000,3433.0000
WELL-022,2022-06,Merge,593.0000,4171.0000,210.0000,29.3000,7112.0000,3026.0000
WELL-022,2022-07,Merge,588.0000,3704.0000,315.0000,28.1000,7650.0000,5244.0000
WELL-022,2022-08,Merge,518.0000,3827.0000,315.0000,28.4000,6235.0000,3842.0000
WELL-022,2022-09,Merge,520.0000,3301.0000,241.0000,29.2000,7019.0000,5487.0000
WELL-022,2022-10,Merge,435.0000,3012.0000,194.0000,29.5000,6623.0000,2347.0000
WELL-022,2022-11,Merge,474.0000,2942.0000,325.0000,30.8000,7288.0000,5752.0000
WELL-022,2022-12,Merge,447.0000,2803.0000,248.0000,30.3000,6086.0000,4568.0000
WELL-022,2023-01,Merge,372.0000,2780.0000,183.0000,30.6000,7091.0000,2795.0000
WELL-022,2023-02,Merge,347.0000,2779.0000,137.0000,28.8000,5824.0000,4435.0000
WELL-022,2023-03,Merge,364.0000,2640.0000,118.0000,28.7000,6206.0000,3127.0000
WELL-022,2023-04,Merge,330.0000,2418.0000,159.0000,29.2000,6552.0000,5222.0000
WELL-022,2023-05,Merge,352.0000,2212.0000,139.0000,30.9000,6963.0000,2661.0000
WELL-022,2023-06,Merge,313.0000,1983.0000,168.0000,30.1000,6253.0000,4057.0000
WELL-022,2023-07,Merge,276.0000,1989.0000,172.0000,28.8000,7924.0000,4830.0000
WELL-022,2023-08,Merge,253.0000,1932.0000,102.0000,28.0000,7593.0000,2219.0000
WELL-022,2023-09,Merge,269.0000,1726.0000,148.0000,28.9000,6635.0000,2420.0000
WELL-022,2023-10,Merge,252.0000,1781.0000,94.0000,30.0000,6731.0000,2233.0000
WELL-022,2023-11,Merge,220.0000,1748.0000,75.0000,29.4000,5858.0000,2930.0000
WELL-022,2023-12,Merge,218.0000,1668.0000,79.0000,30.3000,7874.0000,4169.0000
WELL-023,2022-01,Merge,1109.0000,4272.0000,566.0000,30.8000,7069.0000,4798.0000
WELL-023,2022-02,Merge,1049.0000,4036.0000,703.0000,29.9000,5715.0000,5384.0000
WELL-023,2022-03,Merge,1064.0000,4248.0000,488.0000,30.0000,7975.0000,5495.0000
WELL-023,2022-04,Merge,906.0000,4080.0000,346.0000,30.6000,7933.0000,3723.0000
WELL-023,2022-05,Merge,842.0000,3610.0000,465.0000,29.1000,6340.0000,4024.0000
WELL-023,2022-06,Merge,839.0000,3291.0000,522.0000,29.4000,5587.0000,4580.0000
WELL-023,2022-07,Merge,818.0000,3591.0000,445.0000,30.0000,5427.0000,2976.0000
WELL-023,2022-08,Merge,810.0000,2957.0000,375.0000,29.6000,7433.0000,4918.0000
WELL-023,2022-09,Merge,745.0000,2927.0000,369.0000,29.5000,6063.0000,2813.0000
WELL-023,2022-10,Merge,653.0000,3104.0000,296.0000,28.7000,6098.0000,4141.0000
WELL-023,2022-11,Merge,624.0000,2773.0000,343.0000,30.2000,5426.0000,4250.0000
WELL-023,2022-12,Merge,611.0000,2737.0000,359.0000,29.4000,6537.0000,5782.0000
WELL-023,2023-01,Merge,545.0000,2457.0000,361.0000,28.4000,6559.0000,2297.0000
WELL-023,2023-02,Merge,574.0000,2586.0000,216.0000,30.2000,6031.0000,3781.0000
WELL-023,2023-03,Merge,580.0000,2189.0000,361.0000,29.4000,5884.0000,2195.0000
WELL-023,2023-04,Merge,505.0000,1963.0000,294.0000,28.3000,6133.0000,3058.0000
WELL-023,2023-05,Merge,446.0000,2072.0000,289.0000,29.8000,6370.0000,5824.0000
WELL-023,2023-06,Merge,477.0000,2101.0000,322.0000,30.8000,6269.0000,5807.0000
WELL-023,2023-07,Merge,434.0000,2018.0000,184.0000,28.5000,5646.0000,2980.0000
WELL-023,2023-08,Merge,422.0000,1686.0000,239.0000,30.6000,5883.0000,4822.0000
WELL-023,2023-09,Merge,418.0000,1556.0000,290.0000,29.5000,5933.0000,4194.0000
WELL-023,2023-10,Merge,348.0000,1676.0000,122.0000,28.6000,7797.0000,3785.0000
WELL-023,2023-11,Merge,348.0000,1562.0000,200.0000,28.9000,7181.0000,2834.0000
WELL-023,2023-12,Merge,329.0000,1349.0000,110.0000,28.1000,6266.0000,4940.0000
WELL-024,2022-01,Merge,1055.0000,3015.0000,581.0000,28.2000,5694.0000,5269.0000
WELL-024,2022-02,Merge,1029.0000,2703.0000,377.0000,29.6000,7968.0000,5048.0000
WELL-024,2022-03,Merge,1061.0000,2741.0000,354.0000,28.3000,6586.0000,2888.0000
WELL-024,2022-04,Merge,881.0000,2512.0000,456.0000,30.7000,7374.0000,2685.0000
WELL-024,2022-05,Merge,902.0000,2567.0000,354.0000,29.5000,6912.0000,5724.0000
WELL-024,2022-06,Merge,922.0000,2152.0000,360.0000,30.1000,5060.0000,2031.0000
WELL-024,2022-07,Merge,820.0000,2447.0000,390.0000,28.1000,6900.0000,5559.0000
WELL-024,2022-08,Merge,728.0000,1958.0000,255.0000,29.9000,5574.0000,2730.0000
WELL-024,2022-09,Merge,659.0000,2144.0000,291.0000,28.3000,7017.0000,3409.0000
WELL-024,2022-10,Merge,738.0000,2058.0000,308.0000,30.5000,6021.0000,4803.0000
WELL-024,2022-11,Merge,695.0000,1914.0000,367.0000,29.1000,7362.0000,4897.0000
WELL-024,2022-12,Merge,663.0000,1581.0000,219.0000,30.8000,6731.0000,2484.0000
WELL-024,2023-01,Merge,593.0000,1785.0000,283.0000,30.2000,7301.0000,5740.0000
WELL-024,2023-02,Merge,525.0000,1536.0000,334.0000,29.8000,7821.0000,4000.0000
WELL-024,2023-03,Merge,534.0000,1414.0000,337.0000,30.0000,5194.0000,4493.0000
WELL-024,2023-04,Merge,475.0000,1453.0000,157.0000,30.3000,5114.0000,2560.0000
WELL-024,2023-05,Merge,472.0000,1292.0000,193.0000,0.0000,6830.0000,3783.0000
WELL-024,2023-06,Merge,465.0000,1199.0000,245.0000,30.8000,5258.0000,5295.0000
WELL-024,2023-07,Merge,463.0000,1237.0000,183.0000,31.0000,7479.0000,2622.0000
WELL-024,2023-08,Merge,419.0000,1079.0000,246.0000,29.6000,7355.0000,4033.0000
WELL-024,2023-09,Merge,368.0000,1156.0000,157.0000,29.1000,7961.0000,5813.0000
WELL-024,2023-10,Merge,356.0000,1075.0000,129.0000,28.1000,7406.0000,2722.0000
WELL-024,2023-11,Merge,341.0000,1031.0000,118.0000,28.5000,5420.0000,3663.0000
